laptop_timestamp,timestamp_ms,temp_c,humidity_pct,mq2_adc,flame_state,dht_ok,label,experiment
2026-09-11T16:53:24.552,126877,28.50,73.70,215,0,1,normal,baseline
2026-09-11T16:53:27.034,129386,28.50,73.80,215,0,1,normal,baseline
2026-09-11T16:53:29.526,131895,28.50,73.70,217,0,1,normal,baseline
2026-09-11T16:53:32.008,134403,28.50,73.60,216,0,1,normal,baseline
2026-09-11T16:53:34.490,136912,28.50,73.70,210,0,1,normal,baseline
2026-09-11T16:53:36.979,139421,28.50,73.60,208,0,1,normal,baseline
2026-09-11T16:53:39.456,141930,28.50,73.40,212,0,1,normal,baseline
2026-09-11T16:53:41.947,144438,28.50,73.60,210,0,1,normal,baseline
2026-09-11T16:53:44.430,146947,28.50,73.50,211,0,1,normal,baseline
2026-09-11T16:53:46.912,149456,28.50,73.60,211,0,1,normal,baseline
2026-09-11T16:53:49.395,151965,28.60,73.50,210,0,1,normal,baseline
2026-09-11T16:53:51.877,154474,28.50,73.50,209,0,1,normal,baseline
2026-09-11T16:53:54.368,156983,28.50,73.40,200,0,1,normal,baseline
2026-09-11T16:53:56.851,159492,28.50,73.50,204,0,1,normal,baseline
2026-09-11T16:53:59.333,162001,28.50,73.40,212,0,1,normal,baseline
2026-09-11T16:54:01.815,164510,28.50,73.40,208,0,1,normal,baseline
2026-09-11T16:54:04.298,167019,28.50,73.40,206,0,1,normal,baseline
2026-09-11T16:54:06.790,169528,28.50,73.50,206,0,1,normal,baseline
2026-09-11T16:54:09.274,172037,28.60,73.40,207,0,1,normal,baseline
2026-09-11T16:54:11.755,174546,28.50,73.40,209,0,1,normal,baseline
2026-09-11T16:54:14.239,177055,28.60,73.40,208,0,1,normal,baseline
2026-09-11T16:54:16.727,179564,28.50,73.40,208,0,1,normal,baseline
2026-09-11T16:54:19.204,182073,28.50,73.40,208,0,1,normal,baseline
2026-09-11T16:54:21.695,184582,28.50,73.40,207,0,1,normal,baseline
2026-09-11T16:54:24.178,187091,28.50,73.50,207,0,1,normal,baseline
2026-09-11T16:54:26.660,189600,28.50,73.50,207,0,1,normal,baseline
2026-09-11T16:54:29.143,192109,28.50,73.50,208,0,1,normal,baseline
2026-09-11T16:54:31.633,194618,28.50,73.40,208,0,1,normal,baseline
2026-09-11T16:54:34.116,197128,28.60,73.40,207,0,1,normal,baseline
2026-09-11T16:54:36.600,199637,28.50,73.30,208,0,1,normal,baseline
2026-09-11T16:54:39.085,202146,28.50,73.40,208,0,1,normal,baseline
2026-09-11T16:54:41.569,204655,28.60,73.40,212,0,1,normal,baseline
2026-09-11T16:54:44.049,207164,28.50,73.40,214,0,1,normal,baseline
2026-09-11T16:54:46.532,209673,28.60,73.40,218,0,1,normal,baseline
2026-09-11T16:54:49.014,212182,28.60,73.40,217,0,1,normal,baseline
2026-09-11T16:54:51.505,214691,28.60,73.30,214,0,1,normal,baseline
2026-09-11T16:54:53.990,217200,28.60,73.30,214,0,1,normal,baseline
2026-09-11T16:54:56.470,219709,28.50,73.40,213,0,1,normal,baseline
2026-09-11T16:54:58.952,222218,28.60,73.30,213,0,1,normal,baseline
2026-09-11T16:55:01.435,224727,28.50,73.10,212,0,1,normal,baseline
2026-09-11T16:55:03.927,227236,28.50,73.30,213,0,1,normal,baseline
2026-09-11T16:55:06.412,229745,28.60,73.20,212,0,1,normal,baseline
2026-09-11T16:55:08.896,232254,28.60,73.40,211,0,1,normal,baseline
2026-09-11T16:55:11.376,234763,28.50,73.20,212,0,1,normal,baseline
2026-09-11T16:55:13.859,237272,28.50,73.30,212,0,1,normal,baseline
2026-09-11T16:55:16.341,239781,28.50,73.30,212,0,1,normal,baseline
2026-09-11T16:55:18.832,242290,28.60,73.30,212,0,1,normal,baseline
2026-09-11T16:55:21.314,244799,28.50,73.30,213,0,1,normal,baseline
2026-09-11T16:55:23.797,247308,28.40,73.30,212,0,1,normal,baseline
2026-09-11T16:55:26.280,249817,28.50,73.40,212,0,1,normal,baseline
2026-09-11T16:55:28.762,252326,28.50,73.50,209,0,1,normal,baseline
2026-09-11T16:55:31.253,254834,28.50,73.60,209,0,1,normal,baseline
2026-09-11T16:55:33.736,257343,28.50,73.40,208,0,1,normal,baseline
2026-09-11T16:55:36.202,259852,28.60,73.50,207,0,1,normal,baseline
2026-09-11T16:55:38.685,262361,28.50,73.60,205,0,1,normal,baseline
2026-09-11T16:55:41.171,264870,28.50,73.50,205,0,1,normal,baseline
2026-09-11T16:55:43.659,267379,28.40,73.50,205,0,1,normal,baseline
2026-09-11T16:55:46.137,269887,28.50,73.70,206,0,1,normal,baseline
2026-09-11T16:55:48.625,272396,28.50,73.50,207,0,1,normal,baseline
2026-09-11T16:55:51.112,274905,28.40,73.40,208,0,1,normal,baseline
2026-09-11T16:55:53.595,277414,28.50,73.60,209,0,1,normal,baseline
2026-09-11T16:55:56.078,279923,28.50,73.60,210,0,1,normal,baseline
2026-09-11T16:55:58.560,282431,28.50,73.60,211,0,1,normal,baseline
2026-09-11T16:56:01.043,284940,28.50,73.60,211,0,1,normal,baseline
2026-09-11T16:56:03.534,287449,28.40,73.60,211,0,1,normal,baseline
2026-09-11T16:56:06.011,289958,28.40,73.60,211,0,1,normal,baseline
2026-09-11T16:56:08.498,292466,28.50,73.70,210,0,1,normal,baseline
2026-09-11T16:56:10.984,294975,28.40,73.70,211,0,1,normal,baseline
2026-09-11T16:56:13.467,297483,28.50,73.60,212,0,1,normal,baseline
2026-09-11T16:56:15.950,299992,28.50,73.70,211,0,1,normal,baseline
2026-09-11T16:56:18.439,302501,28.40,73.60,210,0,1,normal,baseline
2026-09-11T16:56:20.924,305010,28.50,73.80,207,0,1,normal,baseline
2026-09-11T16:56:23.408,307519,28.40,73.60,207,0,1,normal,baseline
2026-09-11T16:56:25.889,310027,28.50,73.70,209,0,1,normal,baseline
2026-09-11T16:56:28.371,312536,28.40,73.70,209,0,1,normal,baseline
2026-09-11T16:56:30.853,315045,28.40,73.60,208,0,1,normal,baseline
2026-09-11T16:56:33.345,317553,28.40,73.80,210,0,1,normal,baseline
2026-09-11T16:56:35.827,320062,28.40,73.80,209,0,1,normal,baseline
2026-09-11T16:56:38.310,322571,28.40,73.90,208,0,1,normal,baseline
2026-09-11T16:56:40.791,325079,28.40,73.70,207,0,1,normal,baseline
2026-09-11T16:56:43.277,327588,28.40,73.80,208,0,1,normal,baseline
2026-09-11T16:56:45.766,330096,28.50,73.70,207,0,1,normal,baseline
2026-09-11T16:56:48.249,332605,28.40,73.80,207,0,1,normal,baseline
2026-09-11T16:56:50.731,335114,28.40,73.70,200,0,1,normal,baseline
2026-09-11T16:56:53.214,337622,28.50,73.70,200,0,1,normal,baseline
2026-09-11T16:56:55.696,340131,28.30,73.80,200,0,1,normal,baseline
2026-09-11T16:56:58.187,342640,28.40,73.90,202,0,1,normal,baseline
2026-09-11T16:57:00.665,345148,28.40,73.70,206,0,1,normal,baseline
2026-09-11T16:57:03.156,347657,28.40,73.80,205,0,1,normal,baseline
2026-09-11T16:57:05.638,350166,28.40,73.80,205,0,1,normal,baseline
2026-09-11T16:57:08.124,352674,28.40,73.90,203,0,1,normal,baseline
2026-09-11T16:57:10.608,355183,28.40,73.90,200,0,1,normal,baseline
2026-09-11T16:57:13.093,357692,28.30,73.90,200,0,1,normal,baseline
2026-09-11T16:57:15.572,360200,28.40,74.00,202,0,1,normal,baseline
2026-09-11T16:57:18.060,362709,28.50,73.90,202,0,1,normal,baseline
2026-09-11T16:57:20.544,365218,28.40,73.90,203,0,1,normal,baseline
2026-09-11T16:57:23.009,367726,28.40,73.90,202,0,1,normal,baseline
2026-09-11T16:57:25.492,370235,28.40,73.90,203,0,1,normal,baseline
2026-09-11T16:57:27.975,372744,28.50,73.70,202,0,1,normal,baseline
2026-09-11T16:57:30.461,375252,28.40,74.00,201,0,1,normal,baseline
2026-09-11T16:57:32.951,377761,28.50,73.80,201,0,1,normal,baseline
2026-09-11T16:57:35.434,380270,28.40,73.80,201,0,1,normal,baseline
2026-09-11T16:57:37.920,382778,28.40,73.80,200,0,1,normal,baseline
2026-09-11T16:57:40.404,385287,28.40,73.60,200,0,1,normal,baseline
2026-09-11T16:57:42.882,387796,28.40,73.80,199,0,1,normal,baseline
2026-09-11T16:57:45.372,390304,28.40,73.70,199,0,1,normal,baseline
2026-09-11T16:57:47.856,392813,28.40,73.90,201,0,1,normal,baseline
2026-09-11T16:57:50.338,395322,28.40,73.70,202,0,1,normal,baseline
2026-09-11T16:57:52.821,397830,28.40,73.90,191,0,1,normal,baseline
2026-09-11T16:57:55.307,400339,28.40,73.90,187,0,1,normal,baseline
2026-09-11T16:57:57.786,402848,28.40,73.80,187,0,1,normal,baseline
2026-09-11T16:58:00.276,405356,28.40,73.80,188,0,1,normal,baseline
2026-09-11T16:58:02.760,407865,28.50,73.80,187,0,1,normal,baseline
2026-09-11T16:58:05.242,410374,28.40,73.80,188,0,1,normal,baseline
2026-09-11T16:58:07.725,412882,28.40,74.00,190,0,1,normal,baseline
2026-09-11T16:58:10.215,415391,28.50,73.80,188,0,1,normal,baseline
2026-09-11T16:58:12.698,417900,28.50,73.80,188,0,1,normal,baseline
2026-09-11T16:58:15.181,420408,28.40,73.90,189,0,1,normal,baseline
2026-09-11T16:58:17.664,422917,28.50,73.70,189,0,1,normal,baseline
2026-09-11T16:58:20.146,425426,28.40,73.80,188,0,1,normal,baseline
2026-09-11T16:58:22.630,427934,28.50,73.70,188,0,1,normal,baseline
2026-09-11T16:58:25.113,430443,28.50,73.70,188,0,1,normal,baseline
2026-09-11T16:58:27.604,432952,28.40,73.60,187,0,1,normal,baseline
2026-09-11T16:58:30.086,435461,28.40,73.60,187,0,1,normal,baseline
2026-09-11T16:58:32.569,437969,28.50,73.70,187,0,1,normal,baseline
2026-09-11T16:58:35.052,440478,28.40,73.50,187,0,1,normal,baseline
2026-09-11T16:58:37.534,442987,28.50,73.70,185,0,1,normal,baseline
2026-09-11T16:58:40.026,445496,28.40,73.80,184,0,1,normal,baseline
2026-09-11T16:58:42.506,448004,28.50,73.60,184,0,1,normal,baseline
2026-09-11T16:58:44.994,450513,28.40,73.70,184,0,1,normal,baseline
2026-09-11T16:58:47.471,453022,28.40,73.60,184,0,1,normal,baseline
2026-09-11T16:58:49.962,455530,28.40,73.80,185,0,1,normal,baseline
2026-09-11T16:58:52.445,458039,28.40,73.80,185,0,1,normal,baseline
2026-09-11T16:58:54.927,460548,28.40,73.70,186,0,1,normal,baseline
2026-09-11T16:58:57.410,463056,28.40,73.80,186,0,1,normal,baseline
2026-09-11T16:58:59.900,465565,28.40,73.60,187,0,1,normal,baseline
2026-09-11T16:59:02.367,468074,28.40,74.00,185,0,1,normal,baseline
2026-09-11T16:59:04.853,470582,28.40,73.90,186,0,1,normal,baseline
2026-09-11T16:59:07.337,473091,28.40,73.70,186,0,1,normal,baseline
2026-09-11T16:59:09.815,475600,28.40,73.90,186,0,1,normal,baseline
2026-09-11T16:59:12.305,478108,28.40,73.80,186,0,1,normal,baseline
2026-09-11T16:59:14.788,480617,28.40,73.80,187,0,1,normal,baseline
2026-09-11T16:59:17.272,483126,28.40,73.90,186,0,1,normal,baseline
2026-09-11T16:59:19.757,485634,28.40,73.90,186,0,1,normal,baseline
2026-09-11T16:59:22.243,488143,28.40,74.00,186,0,1,normal,baseline
2026-09-11T16:59:24.727,490652,28.40,73.90,185,0,1,normal,baseline
2026-09-11T16:59:27.210,493160,28.40,73.90,200,0,1,normal,baseline
2026-09-11T16:59:29.692,495669,28.30,73.80,199,0,1,normal,baseline
2026-09-11T16:59:32.180,498178,28.40,74.00,203,0,1,normal,baseline
2026-09-11T16:59:34.657,500686,28.50,73.90,191,0,1,normal,baseline
2026-09-11T16:59:37.148,503195,28.30,73.80,190,0,1,normal,baseline
2026-09-11T16:59:39.631,505704,28.40,74.00,191,0,1,normal,baseline
2026-09-11T16:59:42.115,508212,28.40,73.90,191,0,1,normal,baseline
