window_id,source_file,window_start_ms,window_end_ms,window_duration_s,mq2_last,mq2_mean,mq2_std,mq2_min,mq2_max,mq2_range,mq2_delta,mq2_slope_per_s,temp_last,temp_mean,temp_std,temp_delta,temp_slope_per_s,humidity_last,humidity_mean,humidity_std,humidity_delta,humidity_slope_per_s,flame_count,flame_fraction,anomaly_label,label,phase
89,sentinel_data_20260911_165323.csv,1255871,1278452,22.581,224,227.1,1.3,224,229,5,-5,-0.22142509189141313,28.5,28.48,0.04000000000000057,0.0,0.0,72.8,72.72999999999999,0.07810249675906683,0.0,0.0,0,0.0,0,normal,
90,sentinel_data_20260911_165323.csv,1280961,1303542,22.581,227,225.5,1.9621416870348585,223,228,5,3,0.13285505513484788,28.4,28.419999999999998,0.04000000000000057,0.0,0.0,72.9,72.78,0.09797958971132939,0.20000000000000284,0.00885700367565665,0,0.0,0,normal,
91,sentinel_data_20260911_165323.csv,1306051,1328632,22.581,233,231.1,1.8681541692269403,226,233,7,7,0.3099951286479784,28.4,28.369999999999997,0.04582575694955742,0.0,0.0,72.8,72.83,0.09000000000000088,-0.10000000000000853,-0.00442850183782864,0,0.0,0,normal,
92,sentinel_data_20260911_165323.csv,1331141,1353722,22.581,235,233.6,0.8,232,235,3,3,0.13285505513484788,28.3,28.310000000000002,0.02999999999999936,0.0,0.0,73.0,72.95,0.06708203932499306,0.0,0.0,0,0.0,0,normal,
93,sentinel_data_20260911_182814.csv,3353855,3376434,22.579,193,191.3,1.4177446878757827,188,193,5,2,0.08857788210283891,28.0,27.97,0.045825756949559045,0.0,0.0,70.9,70.96,0.06633249580710422,-0.09999999999999432,-0.004428894105141694,0,0.0,0,normal,baseline
94,sentinel_data_20260911_182814.csv,3378943,3401523,22.58,197,194.3,1.7916472867168918,192,197,5,4,0.1771479185119575,27.9,27.93,0.045825756949559045,0.0,0.0,71.1,71.05,0.06708203932498988,0.19999999999998863,0.008857395925597372,0,0.0,0,normal,baseline
95,sentinel_data_20260911_182814.csv,3404032,3426612,22.58,199,194.6,2.835489375751565,190,199,9,7,0.3100088573959256,27.9,27.9,0.0,0.0,0.0,71.3,71.05999999999999,0.12806248474865548,0.09999999999999432,0.004428697962798686,0,0.0,0,normal,baseline
96,sentinel_data_20260911_182814.csv,3429121,3451701,22.58,194,201.4,6.6513156593263565,194,215,21,-10,-0.44286979627989376,28.1,27.95,0.08062257748298599,0.3000000000000007,0.013286093888396844,71.0,71.27000000000001,0.1734935157289752,-0.20000000000000284,-0.008857395925598002,0,0.0,0,normal,baseline
97,sentinel_data_20260911_182814.csv,3454209,3476789,22.58,185,188.1,2.662705391138869,183,192,9,-7,-0.3100088573959256,28.2,28.080000000000002,0.060000000000000143,0.1999999999999993,0.008857395925597844,71.0,70.94000000000001,0.09165151389911592,0.0,0.0,0,0.0,0,normal,baseline
98,sentinel_data_20260911_182814.csv,3479298,3501878,22.58,214,209.2,8.506468127254694,185,215,30,29,1.2843224092116918,28.2,28.189999999999998,0.02999999999999936,0.0,0.0,70.6,70.8,0.14142135623731153,-0.4000000000000057,-0.017714791851196003,0,0.0,0,normal,baseline
99,sentinel_data_20260911_182814.csv,3504387,3526966,22.579,209,211.2,1.16619037896906,209,213,4,-3,-0.13286682315425838,28.3,28.22,0.04000000000000057,0.0,0.0,70.7,70.54,0.11999999999999815,0.20000000000000284,0.008857788210284018,0,0.0,0,normal,baseline
100,sentinel_data_20260911_182814.csv,3529475,3552056,22.581,151,196.8,33.09924470437354,151,259,108,-61,-2.7013861210752403,28.3,28.24,0.04898979485566426,0.10000000000000142,0.004428501837828325,70.3,70.32,0.12489995996797155,-0.20000000000000284,-0.00885700367565665,0,0.0,0,normal,baseline
101,sentinel_data_20260911_182814.csv,3554565,3577145,22.58,175,206.8,15.860643114325471,175,233,58,-31,-1.3728963684676707,28.2,28.23,0.045825756949559045,-0.10000000000000142,-0.004428697962799001,70.6,70.74000000000001,0.1685229954635277,0.19999999999998863,0.008857395925597372,1,0.1,1,critical,event
102,sentinel_data_20260911_182814.csv,3579654,3602234,22.58,213,200.7,11.730728877610291,186,228,42,-15,-0.6643046944198406,28.3,28.340000000000003,0.048989794855662516,0.0,0.0,69.9,70.28999999999999,0.30805843601498745,-0.5999999999999943,-0.026572187776793373,3,0.3,1,critical,recovery
103,sentinel_data_20260911_182814.csv,3604743,3627324,22.581,240,230.1,8.227393268830657,214,242,28,-2,-0.08857003675656526,28.2,28.229999999999997,0.06403124237432867,-0.10000000000000142,-0.004428501837828325,70.1,70.03999999999999,0.11135528725659921,0.0,0.0,0,0.0,1,critical,recovery
104,sentinel_data_20260911_182814.csv,3629833,3652413,22.58,230,236.2,7.30479294709987,224,247,23,6,0.26572187776793627,28.1,28.090000000000003,0.030000000000000426,0.0,0.0,70.4,70.31,0.13000000000000103,0.30000000000001137,0.013286093888397316,0,0.0,0,normal,recovery
105,sentinel_data_20260911_190122.csv,75876,98455,22.579,105,132.9,22.93665189167765,105,156,51,-51,-2.2587359936223925,28.1,28.03,0.04582575694955905,0.10000000000000142,0.004428894105142009,69.9,69.63999999999999,0.15620499351813477,0.4000000000000057,0.017715576420568035,0,0.0,0,normal,baseline
106,sentinel_data_20260911_190122.csv,100963,123543,22.58,201,154.2,36.630042315017874,101,201,100,91,4.0301151461470335,28.2,28.139999999999997,0.048989794855662516,0.0,0.0,69.3,69.41,0.15132745950421578,-0.4000000000000057,-0.017714791851196003,0,0.0,0,normal,baseline
107,sentinel_data_20260911_190122.csv,126052,148631,22.579,193,192.7,1.9519221295943134,190,196,6,-3,-0.13286682315425838,28.1,28.160000000000004,0.048989794855662516,0.0,0.0,69.4,69.41,0.2981610303175124,0.30000000000001137,0.01328668231542634,0,0.0,1,critical,event
108,sentinel_data_20260911_190122.csv,151140,173719,22.579,185,188.1,3.5623026261113755,182,193,11,-8,-0.35431152841135566,28.1,28.169999999999998,0.04582575694955742,-0.09999999999999787,-0.004428894105141852,69.4,69.55999999999999,0.30397368307141265,-0.8999999999999915,-0.039860046946277136,0,0.0,1,critical,event
109,sentinel_data_20260911_190322.csv,196299,218878,22.579,202,184.2,16.26530048907797,168,218,50,25,1.1072235262854866,28.2,28.209999999999997,0.030000000000000426,0.0,0.0,69.5,69.17999999999999,0.13266499161421724,0.4000000000000057,0.017715576420568035,0,0.0,0,normal,baseline
110,sentinel_data_20260911_190322.csv,221386,243966,22.58,181,178.2,15.96120296218302,136,195,59,-13,-0.5757307351638619,28.2,28.23,0.045825756949559045,0.0,0.0,69.7,69.59,0.21189620100417111,0.10000000000000853,0.004428697962799315,0,0.0,1,critical,event
111,sentinel_data_20260911_190322.csv,246475,269054,22.579,155,158.4,11.943198901466893,147,183,36,-25,-1.1072235262854866,28.3,28.290000000000003,0.08306623862918051,0.10000000000000142,0.004428894105142009,68.8,69.13,0.3099999999999991,-0.7000000000000028,-0.031002258735993746,1,0.1,1,critical,event
