source_file,window_number,mq2_last,temp_last,humidity_last,flame_last,mq2_mean,mq2_std,mq2_min,mq2_max,mq2_range,mq2_delta,mq2_slope_per_s,temp_mean,temp_std,temp_delta,temp_slope_per_s,humidity_mean,humidity_std,humidity_delta,humidity_slope_per_s,flame_count,flame_fraction,critical_count,label,anomaly_label,phase,window_duration_s,anomaly_score,prediction
sentinel_data_20260911_165323.csv,30,210,28.3,73.5,0,210.9,1.2206555615733703,210,213,3,-3,-0.0942063118228899,28.340000000000003,0.0489897948556625,0.0,0.0019324371655974,73.58000000000001,0.0748331477354791,0.0,0.0009662185827988,0,0.0,0,normal,0,unknown,22.581000000000017,1.476341424917433,0
sentinel_data_20260911_165323.csv,31,206,28.4,73.6,0,207.3,1.3453624047073711,205,209,4,-3,-0.1618416126188051,28.32,0.0399999999999991,0.0999999999999978,0.0009662185827998,73.57,0.0640312423743277,0.0,-0.0016908825198961,0,0.0,0,normal,0,unknown,22.581000000000017,1.7985747656635862,0
sentinel_data_20260911_165323.csv,32,207,28.3,73.4,0,205.6,1.1135528725660042,204,207,3,2,0.1304395086778546,28.320000000000004,0.0399999999999991,-0.0999999999999978,-0.0009662185827981,73.41,0.0538516480713448,-0.0999999999999943,-0.0031402103940949,0,0.0,0,normal,0,unknown,22.580999999999904,1.9110383620179816,0
sentinel_data_20260911_165323.csv,33,206,28.4,73.2,0,205.8,0.8717797887081348,205,208,3,-2,-0.0821330490965633,28.35,0.0499999999999989,0.0999999999999978,0.0021740093075346,73.32000000000001,0.0748331477354806,-0.2000000000000028,-0.0096626957997856,0,0.0,0,normal,0,unknown,22.58000000000004,1.977510983304112,0
sentinel_data_20260911_165323.csv,34,205,28.3,73.4,0,204.7,0.6403124237432849,203,205,2,0,0.0362331968549646,28.31,0.0538516480713446,0.0,-0.0026571011026958,73.4,0.1183215956619939,0.1000000000000085,0.0053142022053972,0,0.0,0,normal,0,unknown,22.581000000000017,1.8070155725440324,0
sentinel_data_20260911_165323.csv,35,209,28.3,73.5,0,203.1,3.080584360149872,199,209,10,4,0.137691521486972,28.33,0.0458257569495574,0.0,-0.0012077784775552,73.39999999999999,0.1,0.0,-0.0009659840297618,0,0.0,0,normal,0,unknown,22.58199999999988,0.9715815099407755,0
sentinel_data_20260911_165323.csv,36,211,28.4,73.3,0,211.4,1.2,210,214,4,0,-0.1062840441078781,28.37,0.0458257569495574,0.0999999999999978,0.0021739918112981,73.35999999999999,0.0663324958071106,0.0,-0.001932437165598,0,0.0,0,normal,0,unknown,22.58100000000013,1.91363057430642,0
sentinel_data_20260911_165323.csv,37,211,28.4,73.2,0,210.5,0.5,210,211,1,1,-0.0169088251989759,28.380000000000003,0.0399999999999991,0.0,-0.001932437165597,73.22,0.0599999999999994,-0.0999999999999943,0.0024155464569979,0,0.0,0,normal,0,unknown,22.580999999999904,1.4459468084070313,0
sentinel_data_20260911_165323.csv,38,205,28.3,73.0,0,208.7,2.758622844826744,204,211,7,-6,-0.3357609575226178,28.37,0.0458257569495574,-0.0999999999999978,-0.0050726475596947,73.12,0.0600000000000022,-0.2000000000000028,-0.0048310929139952,0,0.0,0,normal,0,unknown,22.580999999999904,2.893714656770663,0
sentinel_data_20260911_165323.csv,39,221,28.3,73.2,0,214.7,6.309516621738943,205,221,16,16,0.7753904126961118,28.380000000000003,0.0399999999999991,-0.0999999999999978,-0.0019324371655971,73.14,0.101980390271856,0.1000000000000085,-0.0033817650397963,0,0.0,0,normal,0,unknown,22.58100000000013,2.657655881300924,0
sentinel_data_20260911_165323.csv,40,220,28.4,73.2,0,221.8,1.32664991614216,220,224,4,-2,-0.0869596724518981,28.39,0.0299999999999993,0.0,-0.0016908825198981,73.17000000000002,0.0458257569495623,0.0,-0.002173991811297,0,0.0,0,normal,0,unknown,22.580999999999904,1.8866793759757816,0
